Talk_ID,public_url,headline,description,duration,published,tags,views,speaker_1,speaker1_occupation,occupation_categorized,occupation_broader
3231,https://www.ted.com/talks/elizabeth_wayne_we_can_hack_our_immune_cells_to_fight_cancer,We can hack our immune cells to fight cancer,"After decades of research and billions spent in clinical trials, we still have a problem with cancer drug delivery, says biomedical engineer Elizabeth Wayne. Chemotherapy kills cancer -- but it kills the rest of your body, too. Instead of using human design to fight cancer, why not use nature's? In this quick talk, Wayne explains how her lab is creating nanoparticle treatments that bind to immune cells, your body's first responders, to precisely target cancer cells without damaging healthy ones.",0:05:32,10/17/17,"human body,TED Fellows,cancer,science",1213659,Elizabeth Wayne,Biomedical engineer,Biomedical Engineer,Engineer
1523,https://www.ted.com/talks/michael_anti_behind_the_great_firewall_of_china,Behind the Great Firewall of China,"Michael Anti (aka Jing Zhao) has been blogging from China for 12 years. Despite the control the central government has over the Internet -- ""All the servers are in Beijing"" -- he says that hundreds of millions of microbloggers are in fact creating the first national public sphere in the country's history, and shifting the balance of power in unexpected ways.",0:18:51,7/30/12,"Asia,china,journalism,global issues,social media,technology",1507853,Michael Anti,Blogger,Blogger,Writer
2458,https://www.ted.com/talks/tim_urban_inside_the_mind_of_a_master_procrastinator,Inside the mind of a master procrastinator,"Tim Urban knows that procrastination doesn't make sense, but he's never been able to shake his habit of waiting until the last minute to get things done. In this hilarious and insightful talk, Urban takes us on a journey through YouTube binges, Wikipedia rabbit holes and bouts of staring out the window -- and encourages us to think harder about what we're really procrastinating on, before we run out of time.",0:14:03,3/15/16,"entertainment,choice,online video,Internet,visualizations,goal-setting,comedy,humor,writing,mind,brain,decision-making,productivity,time,work",19641453,Tim Urban,Blogger,Blogger,Writer
330,https://www.ted.com/talks/ory_okolloh_on_becoming_an_activist,How I became an activist,Ory Okolloh tells the story of her life and her family -- and how she came to do her heroic work reporting on the doings of Kenya's parliament.,0:16:38,8/28/08,"global issues,media,activism,Africa,technology,identity",342696,Ory Okolloh,Blogger and activist,Blogger,Writer
916,https://www.ted.com/talks/ethan_zuckerman,Listening to global voices,"Sure, the web connects the globe, but most of us end up hearing mainly from people just like ourselves. Blogger and technologist Ethan Zuckerman wants to help share the stories of the whole wide world. He talks about clever strategies to open up your Twitter world and read the news in languages you don't even know.",0:19:45,7/15/10,"web,news,global issues,language,technology,communication",728211,Ethan Zuckerman,"Blogger, digital visionary",Blogger,Writer
1580,https://www.ted.com/talks/eddie_obeng_smart_failure_for_a_fast_changing_world,Smart failure for a fast-changing world,"The world is changing much more rapidly than most people realize, says business educator Eddie Obeng -- and creative output cannot keep up. In this spirited talk, he highlights three important changes we should understand for better productivity, and calls for a stronger culture of ""smart failure.""",0:12:37,10/15/12,"failure,creativity,success,productivity,business,technology,education",1537618,Eddie Obeng,Business Educator,Business Expert,Business Leader
1591,https://www.ted.com/talks/tim_leberecht_3_ways_to_usefully_lose_control_of_your_reputation,3 ways to (usefully) lose control of your brand,"The days are past (if they ever existed) when a person, company or brand could tightly control their reputation -- online chatter and spin mean that if you're relevant, there's a constant, free-form conversation happening about you that you have no control over. Tim Leberecht offers three big ideas about accepting that loss of control, even designing for it -- and using it as an impetus to recommit to your values.",0:06:30,10/8/12,"social media,design,business",974089,Tim Leberecht,Business romantic,Business Expert,Business Leader
1837,https://www.ted.com/talks/michael_porter_why_business_can_be_good_at_solving_social_problems,The case for letting business solve social problems,"Why do we turn to nonprofits, NGOs and governments to solve society's biggest problems? Michael Porter admits he's biased, as a business school professor, but he wants you to hear his case for letting business try to solve massive problems like climate change and access to water. Why? Because when business solves a problem, it makes a profit -- which lets that solution grow.",0:16:28,10/7/13,"big problems,Debate,business,social change",1764190,Michael Porter,Business strategist,Business Expert,Business Leader
1167,https://www.ted.com/talks/jd_schramm,Break the silence for suicide attempt survivors,"Even when our lives appear fine from the outside, locked within can be a world of quiet suffering, leading some to the decision to end their life. At TEDYou, JD Schramm asks us to break the silence surrounding suicide and suicide attempts, and to create much-needed resources to help people who reclaim their life after escaping death. Resources: http://t.co/wsNrY9C",0:04:14,6/11/11,"storytelling,suicide,depression,mental health,culture,communication",1710407,JD Schramm,Communicator,Business Expert,Business Leader
1850,https://www.ted.com/talks/steve_howard_let_s_go_all_in_on_selling_sustainability,Let's go all-in on selling sustainability,"The big blue buildings of Ikea have sprouted solar panels and wind turbines; inside, shelves are stocked with LED lighting and recycled cotton. Why? Because as Steve Howard puts it: ""Sustainability has gone from a nice-to-do to a must-do."" Howard, the chief sustainability officer at the furniture megastore, talks about his quest to sell eco-friendly materials and practices -- both internally and to worldwide customers -- and lays a challenge for other global giants.",0:13:18,10/21/13,"global issues,design,culture,sustainability,business",1092490,Steve Howard,Corporate innovator,Business Expert,Business Leader
1533,https://www.ted.com/talks/margaret_heffernan_dare_to_disagree,Dare to disagree,"Most people instinctively avoid conflict, but as Margaret Heffernan shows us, good disagreement is central to progress. She illustrates (sometimes counterintuitively) how the best partners aren't echo chambers -- and how great research teams, relationships and businesses allow people to deeply disagree.",0:12:56,8/6/12,"women in business,business,leadership",3419521,Margaret Heffernan,Management thinker,Business Expert,Business Leader
2182,https://www.ted.com/talks/ricardo_semler_how_to_run_a_company_with_almost_no_rules,How to run a company with (almost) no rules,"What if your job didn't control your life? Brazilian CEO Ricardo Semler practices a radical form of corporate democracy, rethinking everything from board meetings to how workers report their vacation days (they don't have to). It's a vision that rewards the wisdom of workers, promotes work-life balance ... and leads to some deep insight on what work, and life, is really all about. Bonus question: What if schools were like this too?",0:21:42,2/10/15,"philosophy,creativity,business,work,leadership",2779056,Ricardo Semler,Organizational changemaker,Business Expert,Business Leader
2126,https://www.ted.com/talks/jose_miguel_sokoloff_how_christmas_lights_helped_guerrillas_put_down_their_guns,How Christmas lights helped guerrillas put down their guns,"""In my lifetime, I have never lived one day of peace in my country,"" says Jose Miguel Sokoloff. This ad executive from Colombia saw a chance to help guerrilla fighters choose to come home -- with smart marketing. He shares how some creative, welcoming messages have helped thousands of guerrillas decide to put down their weapons -- and the key insights behind these surprising tactics.",0:14:22,12/8/14,"war,advertising,creativity",778879,Jose Miguel Sokoloff,Anti-guerrilla creative,Business Leader,Business Leader
490,https://www.ted.com/talks/kamal_meattle_on_how_to_grow_your_own_fresh_air,How to grow fresh air,"Researcher Kamal Meattle shows how an arrangement of three common houseplants, used in specific spots in a home or office building, can result in measurably cleaner indoor air.",0:04:04,3/20/09,"garden,plants,cities,architecture,environment,science,technology",3297298,Kamal Meattle,Business owner and activist,Business Leader,Business Leader
1165,https://www.ted.com/talks/paul_romer_the_world_s_first_charter_city,The world's first charter city?,"Back in 2009, Paul Romer unveiled the idea for a ""charter city"" -- a new kind of city with rules that favor democracy and trade. This year, at TED2011, he tells the story of how such a city might just happen in Honduras ... with a little help from his TEDTalk.",0:09:13,6/9/11,"cities,global issues,design,culture,business",467149,Paul Romer,"Chief Economist and Senior Vice President, World Bank",Business Leader,Business Leader
3367,https://www.ted.com/talks/margrethe_vestager_the_new_age_of_corporate_monopolies,The new age of corporate monopolies,"Margrethe Vestager wants to keep European markets competitive -- which is why, on behalf of the EU, she's fined Google $2.8 billion for breaching antitrust rules, asked Apple for $15.3 billion in back taxes and investigated a range of companies, from Gazprom to Fiat, for anti-competitive practices. In an important talk about the state of the global business, she explains why markets need clear rules -- and how even the most innovative companies can become a problem when they become too dominant. ""Real and fair competition has a vital role to play in building the trust we need to get the best of our societies,"" Vestager says. ""And that starts with enforcing our rules.""",0:19:48,10/18/17,"Europe,markets,global issues,government,corruption,politics,economics,business,leadership",1331593,Margrethe Vestager,"Commissioner for Competition, European Union",Business Leader,Business Leader
1906,https://www.ted.com/talks/sheryl_sandberg_so_we_leaned_in_now_what,So we leaned in ... now what?,"Sheryl Sandberg admits she was terrified to step onto the TED stage in 2010 -- because she was going to talk, for the first time, about the lonely experience of being a woman in the top tiers of business. Millions of views (and a best-selling book) later, the Facebook COO talks with the woman who pushed her to give that first talk, Pat Mitchell. Sandberg opens up about the reaction to her idea, and explores the ways that women still struggle with success.",0:16:56,1/15/14,"women in business,women,gender equality,feminism,work,leadership",2338808,Sheryl Sandberg,"COO, Facebook",Business Leader,Business Leader
1040,https://www.ted.com/talks/sheryl_sandberg_why_we_have_too_few_women_leaders,Why we have too few women leaders,Facebook COO Sheryl Sandberg looks at why a smaller percentage of women than men reach the top of their professions -- and offers 3 powerful pieces of advice to women aiming for the C-suite.,0:14:58,12/21/10,"women in business,goal-setting,women,gender equality,feminism,business,technology,leadership",8218609,Sheryl Sandberg,"COO, Facebook",Business Leader,Business Leader
1581,https://www.ted.com/talks/ryan_merkley_online_video_annotated_remixed_and_popped,"Online video -- annotated, remixed and popped","Videos on the web should work like the web itself: dynamic, full of links, maps and information that can be edited and updated live, says Ryan Merkley. On the TED stage he demos Mozilla's Popcorn Maker, a web-based tool for easy video remixing.",0:04:25,10/19/12,"web,interface design,online video,software,Internet,computers,technology",713288,Ryan Merkley,"COO, Mozilla Foundation",Business Leader,Business Leader
2573,https://www.ted.com/talks/don_tapscott_how_the_blockchain_is_changing_money_and_business,How the blockchain is changing money and business,"What is the blockchain? If you don't know, you should; if you do, chances are you still need some clarification on how it actually works. Don Tapscott is here to help, demystifying this world-changing, trust-building technology which, he says, represents nothing less than the second generation of the internet and holds the potential to transform money, business, government and society.",0:18:49,8/25/16,"trust,blockchain,security,software,Internet,privacy,economics,computers,data,innovation,business,technology,future,collaboration,society",2993153,Don Tapscott,Digital strategist,Business Leader,Business Leader
1364,https://www.ted.com/talks/neil_macgregor_2600_years_of_history_in_one_object,2600 years of history in one object,"A clay cylinder covered in Akkadian cuneiform script, damaged and broken, the Cyrus Cylinder is a powerful symbol of religious tolerance and multi-culturalism. In this enthralling talk Neil MacGregor, Director of the British Museum, traces 2600 years of Middle Eastern history through this single object.",0:19:37,2/20/12,"archaeology,world cultures,global issues,history,culture",1034217,Neil MacGregor,Director of The British Museum,Business Leader,Business Leader
826,https://www.ted.com/talks/jonathan_klein_photos_that_changed_the_world,Photos that changed the world,"Photographs do more than document history -- they make it. At TED University, Jonathan Klein of Getty Images shows some of the most iconic, and talks about what happens when a generation sees an image so powerful it can't look away -- or back.",0:06:02,4/13/10,"war,global issues,photography,poverty,media",1243831,Jonathan Klein,Executive,Business Leader,Business Leader
1174,https://www.ted.com/talks/bill_ford_a_future_beyond_traffic_gridlock,A future beyond traffic gridlock,"Bill Ford is a car guy -- his great-grandfather was Henry Ford, and he grew up inside the massive Ford Motor Co. So when he worries about cars' impact on the environment, and about our growing global gridlock problem, it's worth a listen. His vision for the future of mobility includes ""smart roads,"" even smarter public transport and going green like never before.",0:16:48,6/20/11,"driverless cars,cars,cities,infrastructure,mobility,design,technology",825559,Bill Ford,"Executive chair, Ford Motor Co.",Business Leader,Business Leader
803,https://www.ted.com/talks/alan_siegel_let_s_simplify_legal_jargon,Let's simplify legal jargon!,"Tax forms, credit agreements, healthcare legislation: They're crammed with gobbledygook, says Alan Siegel, and incomprehensibly long. He calls for a simple, sensible redesign -- and plain English -- to make legal paperwork intelligible to the rest of us.",0:04:26,3/24/10,"simplicity,language,law,business",913476,Alan Siegel,"Executive, simplicity guru",Business Leader,Business Leader
1402,https://www.ted.com/talks/regina_dugan_from_mach_20_glider_to_humming_bird_drone,From mach-20 glider to hummingbird drone,"""What would you attempt to do if you knew you could not fail?"" asks Regina Dugan, then director of DARPA, the Defense Advanced Research Projects Agency. In this breathtaking talk she describes some of the extraordinary projects -- a robotic hummingbird, a prosthetic arm controlled by thought, and, well, the internet -- that her agency has created by not worrying that they might fail. (Followed by a Q&A with TED's Chris Anderson)",0:25:01,3/27/12,"prosthetics,biomimicry,Vaccines,rocket science,birds,physics,nanoscale,engineering,Internet,flight,nature,weather,children,health,drones,design,product design,materials,robots,neuroscience,biology,innovation,science,invention,military,technology,community",1652154,Regina Dugan,Former director of DARPA,Business Leader,Business Leader
1371,https://www.ted.com/talks/kevin_allocca_why_videos_go_viral,Why videos go viral,"Kevin Allocca is YouTube's Head of Culture & Trends, and he has deep thoughts about silly web video. In this talk from TEDYouth, he shares the 4 reasons a video goes viral.",0:07:20,2/27/12,"TEDYouth,entertainment,online video,social media",2285236,Kevin Allocca,"Head of Culture & Trends, YouTube",Business Leader,Business Leader
1990,https://www.ted.com/talks/mellody_hobson_color_blind_or_color_brave,Color blind or color brave?,"The subject of race can be very touchy. As finance executive Mellody Hobson says, it's a ""conversational third rail."" But, she says, that's exactly why we need to start talking about it. In this engaging, persuasive talk, Hobson makes the case that speaking openly about race ... and particularly about diversity in hiring -- makes for better businesses and a better society.",0:14:14,5/5/14,"women in business,inequality,business,communication,race",2379817,Mellody Hobson,Investment expert,Business Leader,Business Leader
929,https://www.ted.com/talks/jason_clay_how_big_brands_can_save_biodiversity,How big brands can help save biodiversity,"Convince just 100 key companies to go sustainable, and WWF's Jason Clay says global markets will shift to protect the planet our consumption has already outgrown. Hear how his extraordinary roundtables are getting big brand rivals to agree on green practices first -- before their products duke it out on store shelves.",0:19:29,8/16/10,"green,environment,sustainability,business",445320,Jason Clay,Market transformer,Business Leader,Business Leader
2806,https://www.ted.com/talks/jim_yong_kim_doesn_t_everyone_deserve_a_chance_at_a_good_life,Doesn't everyone deserve a chance at a good life?,"Aspirations are rising as never before across the world, thanks in large part to smartphones and the internet -- will they be met with opportunity or frustration? As President of the World Bank Group, Jim Yong Kim wants to end extreme poverty and boost shared prosperity. He shares how the institution is working to improve the health and financial futures of people in the poorest countries by boosting investment and de-risking development.",0:22:12,6/16/17,"big problems,resources,infrastructure,Internet,investment,global issues,government,goal-setting,potential,social media,children,global development,history,health,politics,economics,capitalism,immigration,refugees,innovation,Africa,business,future,collaboration,social change,communication,humanity,society",1606018,Jim Yong Kim,"President, World Bank Group",Business Leader,Business Leader
1937,https://www.ted.com/talks/annette_heuser_the_3_agencies_with_the_power_to_make_or_break_economies,The 3 agencies with the power to make or break economies,"The way we rate national economies is all wrong, says rating agency reformer Annette Heuser. With mysterious and obscure methods, three private US-based credit rating agencies wield immense power over national economies across the globe, and the outcomes can be catastrophic. But what if there was another way? In this bold talk, Heuser shares her vision for a nonprofit agency that would bring more equality and justice into the mix.",0:09:49,2/28/14,"global issues,finance,business",1222798,Annette Heuser,Rating agency reformer,Business Leader,Business Leader
511,https://www.ted.com/talks/renny_gleeson_on_antisocial_phone_tricks,Our antisocial phone tricks,"In this funny (and actually poignant) 3-minute talk, social strategist Renny Gleeson breaks down our always-on social world -- where the experience we're having right now is less interesting than what we'll tweet about it later.",0:03:46,4/10/09,"social media,telecom,communication,society",1255311,Renny Gleeson,Skeptimist,Business Leader,Business Leader
1444,https://www.ted.com/talks/renny_gleeson_404_the_story_of_a_page_not_found,"404, the story of a page not found","Oops! Nobody wants to see the 404: Page Not Found. But as Renny Gleeson shows us, while he runs through a slideshow of creative and funny 404 pages, every error is really a chance to build a better relationship.",0:04:07,5/11/12,"web,marketing,technology",1683844,Renny Gleeson,Skeptimist,Business Leader,Business Leader
1150,https://www.ted.com/talks/terry_moore_how_to_tie_your_shoes,How to tie your shoes,"Terry Moore found out he'd been tying his shoes the wrong way his whole life. In the spirit of TED, he takes the stage to share a better way.",0:02:59,5/20/11,"demo,entertainment,culture",6508982,Terry Moore,Thinker,Business Leader,Business Leader
524,https://www.ted.com/talks/ben_katchor_s_comics_of_old_new_york,Comics of bygone New York,"In this captivating talk from the TED archive, cartoonist Ben Katchor reads from his comic strips. These perceptive, surreal stories find the profound hopes and foibles of history (and modern New York) preserved in objects like light switches and signs.",0:11:11,4/22/09,"New York,cities,books,comedy,humor,art",302263,Ben Katchor,Cartoonist,Cartoonist,Artist
1176,https://www.ted.com/talks/jok_church_a_circle_of_caring,A circle of caring,"Did you ever have a teacher who cared for you when no one else did? Jok Church tells a short, moving story of the teacher who sheltered him as a young gay teen and helped him grow -- and how, many years later, he and his partner had the privilege of returning the favor.",0:03:33,6/22/11,"storytelling,love,culture",754335,Jok Church,Cartoonist,Cartoonist,Artist
432,https://www.ted.com/talks/scott_mccloud_on_comics,The visual magic of comics,"In this unmissable look at the magic of comics, Scott McCloud bends the presentation format into a cartoon-like experience, where colorful diversions whiz through childhood fascinations and imagined futures that our eyes can hear and touch.",0:17:08,1/13/09,"entertainment,books,children,art,history,design,creativity,computers,future",1076135,Scott McCloud,Cartoonist,Cartoonist,Artist
1061,https://www.ted.com/talks/liza_donnelly_drawing_upon_humor_for_change,Drawing on humor for change,New Yorker cartoonist Liza Donnelly shares a portfolio of her wise and funny cartoons about modern life -- and talks about how humor can empower women to change the rules.,0:06:42,1/26/11,"peace,media,comedy,humor,women,feminism,art,culture",1342822,Liza Donnelly,Cartoonist,Cartoonist,Artist
1993,https://www.ted.com/talks/randall_munroe_comics_that_ask_what_if,"Comics that ask ""what if?""","Web cartoonist Randall Munroe answers simple what-if questions (""what if you hit a baseball moving at the speed of light?"") using math, physics, logic and deadpan humor. In this charming talk, a reader's question about Google's data warehouse leads Munroe down a circuitous path to a hilariously over-detailed answer ... in which, shhh, you might actually learn something.",0:09:29,5/8/14,"science and art,physics,comedy,humor,math,art,computers,Google,data,science",2823328,Randall Munroe,Cartoonist,Cartoonist,Artist
1104,https://www.ted.com/talks/eythor_bender_demos_human_exoskeletons,Human exoskeletons -- for war and healing,"Eythor Bender of Berkeley Bionics brings onstage two amazing exoskeletons, HULC and eLEGS -- robotic add-ons that could one day allow a human to carry 200 pounds without tiring, or allow a wheelchair user to stand and walk. It's a powerful onstage demo, with implications for human potential of all kinds.",0:06:23,3/24/11,"exoskeleton,disability,design,science,technology",1386613,Eythor Bender,Berkeley Bionics' CEO,CEO,Business Leader
255,https://www.ted.com/talks/hector_ruiz_on_connecting_the_world,The thinking behind 50x15,"Hector Ruiz, the executive chair of AMD, wants to give Internet access to everyone. In this talk, he shares his extraordinary life story and describes AMD's 50x15 initiative that calls for connecting 50 percent of the world by 2015.",0:19:57,5/1/08,"philanthropy,global issues,Africa,technology,education",319563,Hector Ruiz,CEO,CEO,Business Leader
1953,https://www.ted.com/talks/larry_page_where_s_google_going_next,Where's Google going next?,"Onstage at TED2014, Google CEO Larry Page talks about his far-off vision for the company. It includes aerial bikeways and internet balloons ... and then it gets even more interesting, as Page talks through the company's recent acquisition of Deep Mind, an AI that is learning some surprising things.",0:23:30,3/21/14,"intelligence,AI,algorithm,business",2417870,Larry Page,CEO of Google,CEO,Business Leader
2514,https://www.ted.com/talks/sue_desmond_hellmann_a_smarter_more_precise_way_to_think_about_public_health,"A smarter, more precise way to think about public health","Sue Desmond-Hellmann is using precision public health -- an approach that incorporates big data, consumer monitoring, gene sequencing and other innovative tools -- to solve the world's most difficult medical problems. It's already helped cut HIV transmission from mothers to babies by nearly half in sub-Saharan Africa, and now it's being used to address alarming infant mortality rates all over the world. The goal: to save lives by bringing the right interventions to the right populations at the right time.",0:14:18,5/31/16,"big problems,public health,global issues,HIV,health,medicine,health care,medical research,disease,innovation,Africa,illness,parenting,inequality,future,communication",964115,Sue Desmond-Hellmann,"CEO, Gates Foundation",CEO,Business Leader
248,https://www.ted.com/talks/alisa_miller_shares_the_news_about_the_news,How the news distorts our worldview,"Alisa Miller, head of Public Radio International, talks about why -- though we want to know more about the world than ever -- the media is actually showing us less. Eye-opening stats and graphs.",0:04:29,5/14/08,"entertainment,news,global issues,media,economics,Google,business",1978984,Alisa Miller,"CEO, Public Radio International (PRI)",CEO,Business Leader
608,https://www.ted.com/talks/paul_romer,Why the world needs charter cities,"How can a struggling country break out of poverty if it's trapped in a system of bad rules? Economist Paul Romer unveils a bold idea: ""charter cities,"" city-scale administrative zones governed by a coalition of nations. (Could Guantá¡namo Bay become the next Hong Kong?)",0:18:29,8/5/09,"cities,global issues,politics,economics,culture,business",587982,Paul Romer,"Chief Economist and Senior Vice President, World Bank",CEO,Business Leader
1913,https://www.ted.com/talks/anant_agarwal_why_massively_open_online_courses_still_matter,Why massive open online courses (still) matter,"2013 was a year of hype for MOOCs (massive open online courses). Great big numbers and great big hopes were followed by some disappointing first results. But the head of edX, Anant Agarwal, makes the case that MOOCs still matter -- as a way to share high-level learning widely and supplement (but perhaps not replace) traditional classrooms. Agarwal shares his vision of blended learning, where teachers create the ideal learning experience for 21st century students.",0:15:19,1/27/14,"Internet,teaching,technology,education",1183866,Anant Agarwal,Education innovator,CEO,Business Leader
2548,https://www.ted.com/talks/anthony_goldbloom_the_jobs_we_ll_lose_to_machines_and_the_ones_we_won_t,The jobs we'll lose to machines -- and the ones we won't,"Machine learning isn't just for simple tasks like assessing credit risk and sorting mail anymore -- today, it's capable of far more complex applications, like grading essays and diagnosing diseases. With these advances comes an uneasy question: Will a robot do your job in the future?",0:04:36,8/8/16,"programming,robots,intelligence,AI,data,innovation,productivity,technology,future,machine learning,work,collaboration",2236259,Anthony Goldbloom,Machine learning expert,CEO,Business Leader
1579,https://www.ted.com/talks/thomas_p_campbell_weaving_narratives_in_museum_galleries,Weaving narratives in museum galleries,"As the director of the Metropolitan Museum of Art in New York, Thomas P. Campbell thinks deeply about curating...not just selecting art objects, but placing them in a setting where the public can learn their stories. With glorious images, he shows how his curation philosophy works for displaying medieval tapestries...and for the over-the-top fashion/art of Alexander McQueen. (From The Design Studio session at TED2012, guest-curated by Chee Pearlman and David Rockwell.)",0:16:36,10/5/12,"museums,art",639309,Thomas P. Campbell,Museum director,CEO,Business Leader
1304,https://www.ted.com/talks/homaro_cantu_ben_roche_cooking_as_alchemy,Cooking as alchemy,"Homaro Cantu and Ben Roche come from Moto, a Chicago restaurant that plays with new ways to cook and eat food. But beyond the fun and flavor-tripping, there's a serious intent: Can we use new food technology for good?",0:09:34,12/15/11,"agriculture,food,creativity,culture,business",876670,Homaro Cantu,Chef,Chef,Other
2875,https://www.ted.com/talks/pierre_thiam_a_forgotten_ancient_grain_that_could_help_africa_prosper,A forgotten ancient grain that could help Africa prosper,"Forget quinoa. Meet fonio, an ancient ""miracle grain"" native to Senegal that's versatile, nutritious and gluten-free. In this passionate talk, chef Pierre Thiam shares his obsession with the hardy crop and explains why he believes that its industrial-scale cultivation could transform societies in Africa.",0:15:34,9/13/17,"farming,agriculture,food,innovation,Africa",1065400,Pierre Thiam,Chef,Chef,Other
790,https://www.ted.com/talks/dan_barber_how_i_fell_in_love_with_a_fish,How I fell in love with a fish,"Chef Dan Barber squares off with a dilemma facing many chefs today: how to keep fish on the menu. With impeccable research and deadpan humor, he chronicles his pursuit of a sustainable fish he could love, and the foodie's honeymoon he's enjoyed since discovering an outrageously delicious fish raised using a revolutionary farming method in Spain.",0:19:02,3/10/10,"agriculture,food,health,biology,environment",2048247,Dan Barber,Chef,Chef,Other
765,https://www.ted.com/talks/jamie_oliver,Teach every child about food,"Sharing powerful stories from his anti-obesity project in Huntington, West Virginia -- and a shocking image of the sugar we eat -- TED Prize winner Jamie Oliver makes the case for an all-out assault on our ignorance of food.",0:21:53,2/11/10,"obesity,global issues,food,health,business,education",8162868,Jamie Oliver,"Chef, activist",Chef,Other
1020,https://www.ted.com/talks/arthur_potts_dawson_a_vision_for_sustainable_restaurants,A vision for sustainable restaurants,"If you've been in a restaurant kitchen, you've seen how much food, water and energy can be wasted there. Chef Arthur Potts-Dawson shares his very personal vision for drastically reducing restaurant, and supermarket, waste -- creating recycling, composting, sustainable engines for good (and good food).",0:08:49,12/3/10,"entertainment,cities,global issues,food,culture,sustainability,business",856099,Arthur Potts Dawson,Green chef,Chef,Other
682,https://www.ted.com/talks/rachel_pike_the_science_behind_a_climate_headline,The science behind a climate headline,"In 4 minutes, atmospheric chemist Rachel Pike provides a glimpse of the massive scientific effort behind the bold headlines on climate change, with her team -- one of thousands who contributed -- taking a risky flight over the rainforest in pursuit of data on a key molecule.",0:04:13,11/10/09,"chemistry,global issues,climate change,weather,environment,science",491901,Rachel Pike,Atmospheric chemist,Chemist,Scientist
845,https://www.ted.com/talks/george_whitesides_toward_a_science_of_simplicity,Toward a science of simplicity,"Simplicity: We know it when we see it -- but what is it, exactly? In this funny, philosophical talk, George Whitesides chisels out an answer.",0:18:35,4/28/10,"simplicity,chemistry,complexity,history,design,technology",633829,George Whitesides,Chemist,Chemist,Scientist
1218,https://www.ted.com/talks/lee_cronin_making_matter_come_alive,Making matter come alive,"Before life existed on Earth, there was just matter, inorganic dead ""stuff."" How improbable is it that life arose? And -- could it use a different type of chemistry? Using an elegant definition of life (anything that can evolve), chemist Lee Cronin is exploring this question by attempting to create a fully inorganic cell using a ""Lego kit"" of inorganic molecules -- no carbon -- that can assemble, replicate and compete.",0:15:11,9/8/11,"marine biology,nanoscale,biology,life,science",706533,Lee Cronin,Chemist,Chemist,Scientist
1661,https://www.ted.com/talks/lee_cronin_print_your_own_medicine,Print your own medicine,"Chemist Lee Cronin is working on a 3D printer that, instead of objects, is able to print molecules. An exciting potential long-term application: printing your own medicine using chemical inks.",0:03:06,2/7/13,"synthetic biology,pharmaceuticals,molecular biology,chemistry,biotech,engineering,software,3D printing,medicine,health care,product design,medical research,biology,innovation,science,invention,manufacturing,technology,future",1011842,Lee Cronin,Chemist,Chemist,Scientist
2216,https://www.ted.com/talks/joe_desimone_what_if_3d_printing_was_25x_faster,What if 3D printing was 100x faster?,"What we think of as 3D printing, says Joseph DeSimone, is really just 2D printing over and over ... slowly. Onstage at TED2015, he unveils a bold new technique -- inspired, yes, by Terminator 2 -- that's 25 to 100 times faster, and creates smooth, strong parts. Could it finally help to fulfill the tremendous promise of 3D printing?",0:10:45,3/19/15,"demo,3D printing,design,manufacturing,technology",2747635,Joseph DeSimone,"Chemist, inventor",Chemist,Scientist
535,https://www.ted.com/talks/al_gore_warns_on_latest_climate_trends,What comes after An Inconvenient Truth?,"At TED2009, Al Gore presents updated slides from around the globe to make the case that worrying climate trends are even worse than scientists predicted, and to make clear his stance on ""clean coal.""",0:07:44,5/7/09,"presentation,alternative energy,ecology,natural resources,climate change,energy,environment,science,sustainability,technology",819576,Al Gore,Climate advocate,Climate Advocate,Activist
2480,https://www.ted.com/talks/christiana_figueres_the_inside_story_of_the_paris_climate_agreement,The inside story of the Paris climate agreement,"What would you do if your job was to save the planet? When Christiana Figueres was tapped by the UN to lead the Paris climate conference (COP 21) in December 2015, she reacted the way many people would: she thought it would be impossible to bring the leaders of 195 countries into agreement on how to slow climate change. Find out how she turned her skepticism into optimism -- and helped the world achieve the most important climate agreement in history.",0:14:51,4/18/16,"population,alternative energy,big problems,ebola,security,green,global issues,climate change,government,goal-setting,nature,potential,law,global development,motivation,history,solar energy,pollution,innovation,environment,technology,future,collaboration,social change,leadership,humanity,society",1086325,Christiana Figueres,Climate advocate,Climate Advocate,Activist
2562,https://www.ted.com/talks/monica_araya_a_small_country_with_big_ideas_to_get_rid_of_fossil_fuels,A small country with big ideas to get rid of fossil fuels,"How do we build a society without fossil fuels? Using her native Costa Rica as an example of positive action on environmental protection and renewables, climate advocate Monica Araya outlines a bold vision for a world committed to clean energy in all sectors.",0:15:52,8/15/16,"policy,alternative energy,transportation,infrastructure,natural resources,global issues,climate change,nature,electricity,law,global development,activism,history,pollution,innovation,environment,future,collaboration,social change,communication,community,humanity",1119611,Monica Araya,Climate advocate,Climate Advocate,Activist
2441,https://www.ted.com/talks/al_gore_the_case_for_optimism_on_climate_change,The case for optimism on climate change,"Why is Al Gore optimistic about climate change? In this spirited talk, Gore asks three powerful questions about the man-made forces threatening to destroy our planet -- and the solutions we're designing to combat them. (Featuring Q&A with TED curator Chris Anderson)",0:25:20,2/22/16,"alternative energy,climate change,electricity,weather,energy,science",1780152,Al Gore,Climate advocate,Climate Advocate,Activist
