Talk_ID,public_url,headline,description,duration,published,tags,views,speaker_1,speaker1_occupation,occupation_categorized,occupation_broader
2362,https://www.ted.com/talks/nancy_lublin_the_heartbreaking_text_that_inspired_a_crisis_help_line,How data from a crisis text line is saving lives,"When a young woman texted DoSomething.org with a heartbreaking cry for help, the organization responded by opening a nationwide Crisis Text Line for people in pain. Nearly 10 million text messages later, the organization is using the privacy and power of text messaging to help people handle addiction, suicidal thoughts, eating disorders, sexual abuse and more. But there's an even bigger win: The anonymous data collected by text is teaching us when crises are most likely to happen -- and helping schools and law enforcement to prepare for them.",0:09:39,11/2/15,"pain,policy,big problems,activism,data,youth,technology,communication,society",858173,Nancy Lublin,Activist,Activist,Activist
85,https://www.ted.com/talks/bill_clinton_on_rebuilding_rwanda,My wish: Rebuilding Rwanda,"Accepting the 2007 TED Prize, Bill Clinton asks for help in bringing health care to Rwanda -- and the rest of the world.",0:24:07,4/3/07,"TED Prize,global issues,health care,economics,Africa,culture,business,technology",866296,Bill Clinton,Activist,Activist,Activist
1430,https://www.ted.com/talks/nancy_lublin_texting_that_saves_lives,Texting that saves lives,"When Nancy Lublin started texting teenagers to help with her social advocacy organization, what she found was shocking -- they started texting back about their own problems, from bullying to depression to abuse. So she's setting up a text-only crisis line, and the results might be even more important than she expected.",0:05:24,4/27/12,"bullying,global issues,activism,health,youth,culture",1018771,Nancy Lublin,Activist,Activist,Activist
2295,https://www.ted.com/talks/memory_banda_a_warrior_s_cry_against_child_marriage,A warrior's cry against child marriage,"Memory Banda's life took a divergent path from her sister's. When her sister reached puberty, she was sent to a traditional ""initiation camp"" that teaches girls ""how to sexually please a man."" She got pregnant there ... at age 11. Banda, however, refused to go. Instead, she organized others and asked her community's leader to issue a bylaw that no girl should be forced to marry before turning 18. She pushed on to the national level ... with incredible results for girls across Malawi.",0:12:38,7/7/15,"global issues,violence,children,women",1288368,Memory Banda,Activist,Activist,Activist
2681,https://www.ted.com/talks/sue_klebold_my_son_was_a_columbine_shooter_this_is_my_story,My son was a Columbine shooter. This is my story,"Sue Klebold is the mother of Dylan Klebold, one of the two shooters who committed the Columbine High School massacre, murdering 12 students and a teacher. She's spent years excavating every detail of her family life, trying to understand what she could have done to prevent her son's violence. In this difficult, jarring talk, Klebold explores the intersection between mental health and violence, advocating for parents and professionals to continue to examine the link between suicidal and homicidal thinking.",0:15:18,2/2/17,"guns,pain,personality,big problems,violence,death,activism,mind,brain,mental health,parenting,social change,United States,humanity,society,TEDMED",4062775,Sue Klebold,Activist,Activist,Activist
1694,https://www.ted.com/talks/hyeonseo_lee_my_escape_from_north_korea,My escape from North Korea,"As a child growing up in North Korea, Hyeonseo Lee thought her country was ""the best on the planet."" It wasn't until the famine of the 90s that she began to wonder. She escaped the country at 14, to begin a life in hiding, as a refugee in China. Hers is a harrowing, personal tale of survival and hope -- and a powerful reminder of those who face constant danger, even when the border is far behind.",0:12:15,3/20/13,"Asia,global issues,family,culture",10999109,Hyeonseo Lee,Activist,Activist,Activist
1013,https://www.ted.com/talks/zainab_salbi,"Women, wartime and the dream of peace","In war we often see only the frontline stories of soldiers and combat. AT TEDGlobal 2010, Zainab Salbi tells powerful ""backline"" stories of women who keep everyday life going during conflicts, and calls for women to have a place at the negotiating table once fighting is over.",0:17:46,11/23/10,"iraq,war,global issues,women,drones",528733,Zainab Salbi,Activist and social entrepreneur,Activist,Activist
963,https://www.ted.com/talks/annie_lennox_why_i_am_an_hiv_aids_activist,Why I am an HIV/AIDS activist,"For the last eight years, pop singer Annie Lennox has devoted the majority of her time to her SING campaign, raising awareness and money to combat HIV/AIDS. She shares the experiences that have inspired her, from working with Nelson Mandela to meeting a little African girl in a desperate situation.",0:09:16,9/22/10,"AIDS,HIV,activism,health,Africa,personal growth",504104,Annie Lennox,"Activist, singer-songwriter",Activist,Activist
1096,https://www.ted.com/talks/mark_bezos_a_life_lesson_from_a_volunteer_firefighter,A life lesson from a volunteer firefighter,Volunteer firefighter Mark Bezos tells a story of an act of heroism that didn't go quite as expected -- but that taught him a big lesson: Don't wait to be a hero.,0:04:07,3/16/11,"compassion,culture,community",2474560,Mark Bezos,"Activist, volunteer firefighter",Activist,Activist
2418,https://www.ted.com/talks/melati_and_isabel_wijsen_our_campaign_to_ban_plastic_bags_in_bali,Our campaign to ban plastic bags in Bali,"Plastic bags are essentially indestructible, yet they're used and thrown away with reckless abandon. Most end up in the ocean, where they pollute the water and harm marine life; the rest are burned in garbage piles, where they release harmful dioxins into the atmosphere. Melati and Isabel Wijsen are on a mission to stop plastic bags from suffocating their beautiful island home of Bali. Their efforts -- including petitions, beach cleanups, even a hunger strike -- paid off when they convinced their governor to commit to a plastic bag-free Bali by 2018. ""Don't ever let anyone tell you that you're too young or you won't understand,"" Isabel says to other aspiring activists. ""We're not telling you it's going to be easy. We're telling you it's going to be worth it.""",0:11:00,1/29/16,"big problems,consumerism,plastic,oceans,global development,activism,materials,pollution,environment,youth,sustainability,future,education",1347382,Melati Wijsen,Activists,Activist,Activist
1876,https://www.ted.com/talks/andreas_raptopoulos_no_roads_there_s_a_drone_for_that,No roads? There's a drone for that,"A billion people in the world lack access to all-season roads. Could the structure of the internet provide a model for how to reach them? Andreas Raptopoulos of Matternet thinks so. He introduces a new type of transportation system that uses electric autonomous flying machines to deliver medicine, food, goods and supplies wherever they are needed.",0:09:13,11/21/13,"transportation,infrastructure,drones,technology",1016754,Andreas Raptopoulos,Airborne logistics activist,Activist,Activist
1949,https://www.ted.com/talks/charmian_gooch_my_wish_to_launch_a_new_era_of_openness_in_business,My wish: To launch a new era of openness in business,"Anonymous companies protect corrupt individuals -- from notorious drug cartel leaders to nefarious arms dealers -- behind a shroud of mystery that makes it almost impossible to find and hold them responsible. But anti-corruption activist Charmian Gooch hopes to change all that. At TED2014, she shares her brave TED Prize wish: to know who owns and controls companies, to change the law, and to launch a new era of openness in business.",0:16:11,3/20/14,"TED Prize,global issues,corruption,business",787153,Charmian Gooch,Anti-corruption activist,Activist,Activist
1784,https://www.ted.com/talks/charmian_gooch_meet_global_corruption_s_hidden_players,Meet global corruption's hidden players,"When the son of the president of a desperately poor country starts buying mansions and sportscars on an official monthly salary of $7,000, Charmian Gooch suggests, corruption is probably somewhere in the picture. In a blistering, eye-opening talk (with several specific examples), she details how global corruption trackers follow the money -- to some surprisingly familiar faces.",0:14:27,7/8/13,"global issues,corruption,energy,business",1621239,Charmian Gooch,Anti-corruption activist,Activist,Activist
1189,https://www.ted.com/talks/maajid_nawaz_a_global_culture_to_fight_extremism,A global culture to fight extremism,"Why do transnational extremist organizations succeed where democratic movements have a harder time taking hold? Maajid Nawaz, a former Islamist extremist, asks for new grassroots stories and global social activism to spread democracy in the face of nationalism and xenophobia.",0:17:53,7/14/11,"global issues,democracy,politics,culture",735472,Maajid Nawaz,Anti-extremism activist,Activist,Activist
1510,https://www.ted.com/talks/jamie_drummond_how_to_set_goals_for_the_world,Let's crowdsource the world's goals,"In 2000, the UN laid out 8 goals to make the world better by reducing poverty and disease -- with a deadline of 2015. As that deadline approaches, Jamie Drummond of ONE.org runs down the surprising successes of the 8 Millennium Development Goals, and suggests a crowdsourced reboot for the next 15 years.",0:12:10,7/17/12,"global issues,poverty,goal-setting,global development,health care",530875,Jamie Drummond,Anti-poverty activist,Activist,Activist
807,https://www.ted.com/talks/kevin_bales_how_to_combat_modern_slavery,How to combat modern slavery,"In this moving yet pragmatic talk, Kevin Bales explains the business of modern slavery, a multibillion-dollar economy that underpins some of the worst industries on earth. He shares stats and personal stories from his on-the-ground research -- and names the price of freeing every slave on earth right now.",0:18:01,3/29/10,"Slavery,trafficking,global issues,economics,business,humanity",925613,Kevin Bales,Anti-slavery activist,Activist,Activist
1288,https://www.ted.com/talks/karen_tse_how_to_stop_torture,How to stop torture,"Political prisoners aren't the only ones being tortured -- the vast majority of judicial torture happens in ordinary cases, even in 'functioning' legal systems. Social activist Karen Tse shows how we can, and should, stand up and end the use of routine torture.",0:12:43,12/22/11,"war,prison,criminal justice,justice system,global issues,law,politics",548192,Karen Tse,Anti-torture activist,Activist,Activist
299,https://www.ted.com/talks/corneille_ewango_is_a_hero_of_the_congo_forest,A hero of the Congo forest,"Botanist Corneille Ewango talks about his work at the Okapi Faunal Reserve in the Congo Basin -- and his heroic work protecting it from poachers, miners and raging civil wars.",0:18:18,7/7/08,"war,ecology,trees,animals,biodiversity,activism,Africa",412733,Corneille Ewango,Botanist and activist,Activist,Activist
978,https://www.ted.com/talks/peter_haas_haiti_s_disaster_of_engineering,When bad engineering makes a natural disaster even worse,"What did the world learn from the devastating earthquake that struck Haiti in 2010? That shoddy buildings and bad planning can make a terrible situation even worse. ""Haiti was not a natural disaster,"" says TED Fellow Peter Haas. ""It was a disaster of engineering."" The solution: Help builders on the ground get trained in modern engineering practices, so they can rebuild their country stronger, brick by brick.",0:08:30,10/13/10,"disaster relief,natural disaster,global issues,architecture,TED Fellows,business,technology",336953,Peter Haas,Building activist,Activist,Activist
2233,https://www.ted.com/talks/kailash_satyarthi_how_to_make_peace_get_angry,How to make peace? Get angry,"How did a young man born into a high caste in India come to free 83,000 children from slavery? Nobel Peace Prize Laureate Kailash Satyarthi offers a surprising piece of advice to anyone who wants to change the world for the better: Get angry at injustice. In this powerful talk, he shows how a lifetime of peace-making sprang from a lifetime of outrage.",0:18:29,4/13/15,"peace,activism,social change",1268451,Kailash Satyarthi,Children’s rights activist,Activist,Activist
1381,https://www.ted.com/talks/jennifer_pahlka_coding_a_better_government,Coding a better government,"Can government be run like the Internet, permissionless and open? Coder and activist Jennifer Pahlka believes it can -- and that apps, built quickly and cheaply, are a powerful new way to connect citizens to their governments -- and their neighbors.",0:12:11,3/8/12,"cities,government,activism,technology",847809,Jennifer Pahlka,Code activist,Activist,Activist
1032,https://www.ted.com/talks/kiran_bedi_a_police_chief_with_a_difference,A police chief with a difference,"Kiran Bedi has a surprising resume. Before becoming Director General of the Indian Police Service, she managed one of the country's toughest prisons -- and used a new focus on prevention and education to turn it into a center of learning and meditation. She shares her thoughts on visionary leadership at TEDWomen.",0:08:47,12/13/10,"crime,global issues,india,culture,education,social change",957684,Kiran Bedi,Corrections pioneer,Activist,Activist
2104,https://www.ted.com/talks/pia_mancini_how_to_upgrade_democracy_for_the_internet_era,How to upgrade democracy for the Internet era,"Pia Mancini and her colleagues want to upgrade democracy in Argentina and beyond. Through their open-source mobile platform they want to bring citizens inside the legislative process, and run candidates who will listen to what they say.",0:13:24,10/8/14,"open-source,government,politics,technology",1247152,Pia Mancini,Democracy activist,Activist,Activist
1890,https://www.ted.com/talks/boyd_varty_what_i_learned_from_nelson_mandela,What I learned from Nelson Mandela,"""In the cathedral of the wild, we get to see the best parts of ourselves reflected back to us."" Boyd Varty, a wildlife activist, shares stories of animals, humans and their interrelatedness, or ""ubuntu"" -- defined as, ""I am, because of you."" And he dedicates the talk to South African leader Nelson Mandela, the human embodiment of that same great-hearted, generous spirit.",0:14:59,12/9/13,"nature,Africa,culture",1639640,Boyd Varty,Environmental and literacy activist,Activist,Activist
2328,https://www.ted.com/talks/mia_birdsong_the_story_we_tell_about_poverty_isn_t_true,The story we tell about poverty isn't true,"As a global community, we all want to end poverty. Mia Birdsong suggests a great place to start: Let's honor the skills, drive and initiative that poor people bring to the struggle every day. She asks us to look again at people in poverty: They may be broke ... but they're not broken.",0:15:16,9/15/15,"poverty,activism,economics,inequality,community",1688235,Mia Birdsong,Family activist,Activist,Activist
5072,https://www.ted.com/talks/devita_davison_how_urban_agriculture_is_transforming_detroit,How urban agriculture is transforming Detroit,"There's something amazing growing in the city of Detroit: healthy, accessible, delicious, fresh food. In a spirited talk, fearless farmer Devita Davison explains how features of Detroit's decay actually make it an ideal spot for urban agriculture. Join Davison for a walk through neighborhoods in transformation as she shares stories of opportunity and hope. ""These aren't plots of land where we're just growing tomatoes and carrots,"" Davison says. ""We're building social cohesion as well as providing healthy, fresh food.""",0:12:22,12/7/17,"urban,garden,cities,public health,farming,agriculture,food,personal growth,culture,community,society",1015678,Devita Davison,Food activist,Activist,Activist
2166,https://www.ted.com/talks/tasso_azevedo_hopeful_lessons_from_the_battle_to_save_rainforests,Hopeful lessons from the battle to save rainforests,"""Save the rainforest"" is an environmental slogan as old as time ... but Tasso Azevedo catches us up on how the fight is actually going these days. Spurred by the jaw-dropping losses of the 1990s, new laws (and transparent data) are helping slow the rate of deforestation in Brazil. Is it enough? Not yet. He has five ideas about what we should do next. And he asks if the lessons learned in Brazil could be applied to an even bigger problem: global climate change.",0:15:16,1/9/15,"ecology,plants,trees,global commons,conservation,green,climate change,politics,environment,science,sustainability,social change",899879,Tasso Azevedo,Forester and sustainability activist,Activist,Activist
2472,https://www.ted.com/talks/dan_gross_why_gun_violence_can_t_be_our_new_normal,Why gun violence can't be our new normal,"It doesn't matter whether you love or hate guns; it's obvious that the US would be a safer place if there weren't thousands of them sold every day without background checks. Dan Gross, president of the Brady Campaign to Prevent Gun Violence, makes a passionate, personal appeal for something that more than 90 percent of Americans want: background checks for all gun sales. ""For every great movement around the world, there's a moment where you can look back and say, 'That's when things really started to change,'"" Gross says. ""For the movement to end gun violence in America, that moment is here.""",0:13:38,3/29/16,"guns,policy,big problems,Debate,marketing,choice,violence,government,goal-setting,law,children,activism,parenting,future,social change,community",1197414,Dan Gross,Gun-control activist,Activist,Activist
2788,https://www.ted.com/talks/t_morgan_dixon_and_vanessa_garrison_walking_as_a_revolutionary_act_of_self_care,"When Black women walk, things change","T. Morgan Dixon and Vanessa Garrison, founders of the health nonprofit GirlTrek, are on a mission to reduce the leading causes of preventable death among Black women -- and build communities in the process. How? By getting one million women and girls to prioritize their self-care, lacing up their shoes and walking in the direction of their healthiest, most fulfilled lives.",0:15:33,5/19/17,"obesity,heart health,women,activism,health,personal growth,social change,community,race,humanity,society",1139632,T. Morgan Dixon,Health activist,Activist,Activist
962,https://www.ted.com/talks/mitchell_besser_mothers_helping_mothers_fight_hiv,Mothers helping mothers fight HIV,"In sub-Saharan Africa, HIV infections are more prevalent and doctors scarcer than anywhere else in the world. With a lack of medical professionals, Mitchell Besser enlisted the help of his patients to create mothers2mothers -- an extraordinary network of HIV-positive women whose support for each other is changing and saving lives.",0:18:30,9/22/10,"AIDS,HIV,women,health,health care,Africa,community",246505,Mitchell Besser,HIV/AIDS fighter,Activist,Activist
2142,https://www.ted.com/talks/oren_yakobovich_hidden_cameras_that_film_injustice_in_the_world_s_most_dangerous_places,Hidden cameras that film injustice in the world's most dangerous places,"To see is to believe, says Oren Yakobovich ... which is why he helps everyday people use hidden cameras to film dangerous situations of violence, political fraud and abuse. His organization, Videre, uncovers, verifies and publicizes human-rights abuses that the world needs to witness.",0:14:35,12/1/14,"online video,global issues,film,activism,social change",1129016,Oren Yakobovich,Human-rights activist,Activist,Activist
1002,https://www.ted.com/talks/emily_pilloton_teaching_design_for_change,Teaching design for change,"Designer Emily Pilloton moved to rural Bertie County, in North Carolina, to engage in a bold experiment of design-led community transformation. She's teaching a design-build class called Studio H that engages high schoolers' minds and bodies while bringing smart design and new opportunities to the poorest county in the state.",0:16:43,11/8/10,"poverty,design,education",975279,Emily Pilloton,Humanitarian design activist,Activist,Activist
1116,https://www.ted.com/talks/caroline_casey_looking_past_limits,Looking past limits,"Activist Caroline Casey tells the story of her extraordinary life, starting with a revelation (no spoilers). In a talk that challenges perceptions, Casey asks us all to move beyond the limits we may think we have.",0:19:17,4/8/11,"activism,culture,business",2113048,Caroline Casey,Inclusivity activist,Activist,Activist
1086,https://www.ted.com/talks/wael_ghonim_inside_the_egyptian_revolution,Inside the Egyptian revolution,"Wael Ghonim is the Google executive who helped jumpstart Egypt's democratic revolution ... with a Facebook page memorializing a victim of the regime's violence. Speaking at TEDxCairo, he tells the inside story of the past two months, when everyday Egyptians showed that ""the power of the people is stronger than the people in power.""",0:09:51,3/4/11,"Egypt,global issues,democracy,protests,politics,social change",949546,Wael Ghonim,Internet activist and computer engineer,Activist,Activist
2400,https://www.ted.com/talks/wael_ghonim_let_s_design_social_media_that_drives_real_change,Let's design social media that drives real change,"Wael Ghonim helped touch off the Arab Spring in his home of Egypt ... by setting up a simple Facebook page. As he reveals, once the revolution spilled onto the streets, it turned from hopeful to messy, then ugly and heartbreaking. And social media followed suit. What was once a place for crowdsourcing, engaging and sharing became a polarized battleground. Ghonim asks: What can we do about online behavior now? How can we use the Internet and social media to create civility and reasoned argument?",0:13:34,1/13/16,"state-building,Egypt,Middle East,web,big problems,Internet,government,media,social media,activism,democracy,politics,computers,innovation,entrepreneur,collaboration,social change,communication,society",1337589,Wael Ghonim,Internet activist and computer engineer,Activist,Activist
1188,https://www.ted.com/talks/rebecca_mackinnon_let_s_take_back_the_internet,Let's take back the Internet!,"In this powerful talk from TEDGlobal, Rebecca MacKinnon describes the expanding struggle for freedom and control in cyberspace, and asks: How do we design the next phase of the Internet with accountability and freedom at its core, rather than control? She believes the internet is headed for a ""Magna Carta"" moment when citizens around the world demand that their governments protect free speech and their right to connection.",0:14:52,7/13/11,"surveillance,social media,protests,culture",757172,Rebecca MacKinnon,Internet freedom activist,Activist,Activist
2567,https://www.ted.com/talks/rebecca_mackinnon_we_can_fight_terror_without_sacrificing_our_rights,We can fight terror without sacrificing our rights,"Can we fight terror without destroying democracy? Internet freedom activist Rebecca MacKinnon thinks that we'll lose the battle against extremism and demagoguery if we censor the internet and press. In this critical talk, she calls for a doubling-down on strong encryption and appeals to governments to better protect, not silence, the journalists and activists fighting against extremists.",0:11:56,9/23/16,"Middle East,web,surveillance,war,terrorism,security,Internet,global issues,violence,social media,democracy,protests,privacy,technology,communication,society",1091395,Rebecca MacKinnon,Internet freedom activist,Activist,Activist
1005,https://www.ted.com/talks/auret_van_heerden_making_global_labor_fair,Making global labor fair,FLA head Auret van Heerden talks about the next frontier of workers' rights -- globalized industries where no single national body can keep workers safe and protected. How can we keep our global supply chains honest? Van Heerden makes the business case for fair labor.,0:17:46,11/11/10,"big problems,global issues,law,inequality,business,work",614529,Auret van Heerden,Labor-rights activist,Activist,Activist
2154,https://www.ted.com/talks/bruno_torturra_got_a_smartphone_start_broadcasting,Got a smartphone? Start broadcasting,"In 2011, journalist Bruno Torturra covered a protest in Sá£o Paulo which turned ugly. His experience of being teargassed had a profound effect on the way he thought about his work, and he quit his job to focus on broadcasting raw, unedited experiences online. In this fascinating talk, he shares some of the ways in which he's experimented with livestreaming on the web, and how in the process he has helped to create a very modern media network.",0:13:35,12/18/14,"web,journalism,online video,media,social media,activism,politics",1298826,Bruno Torturra,Livestreaming activist,Activist,Activist
2107,https://www.ted.com/talks/alessandra_orofino_it_s_our_city_let_s_fix_it,It's our city. Let's fix it,"Too often, people feel checked out of politics ... even at the level of their own city. But urban activist Alessandra Orofino thinks that can change, using a mix of tech and old-fashioned human connection. Sharing examples from her hometown of Rio, she says: ""It is up to us to decide whether we want schools or parking lots, recycling projects or construction sites, cars or buses, loneliness or solidarity.""",0:15:15,11/3/14,"cities,politics,technology,community",781531,Alessandra Orofino,Political mobilization activist,Activist,Activist
2160,https://www.ted.com/talks/asha_de_vos_why_you_should_care_about_whale_poo,Why you should care about whale poo,"Whales have a surprising and important job, says marine biologist Asha de Vos: these massive creatures are ecosystem engineers, keeping the oceans healthy and stable by ... well, by pooping, for a start. Learn from de Vos, a TED Fellow, about the undervalued work that whales do to help maintain the stability and health of our seas -- and our planet.",0:05:45,1/5/15,"marine biology,oceans,nature,TED Fellows,biology",1317756,Asha de Vos,Protector of whales,Activist,Activist
2809,https://www.ted.com/talks/luma_mufleh_don_t_feel_sorry_for_refugees_believe_in_them,Don't feel sorry for refugees -- believe in them,"""We have seen advances in every aspect of our lives -- except our humanity,"" says Luma Mufleh, a Jordanian immigrant and Muslim of Syrian descent who founded the first accredited school for refugees in the United States. Mufleh shares stories of hope and resilience, explaining how she's helping young people from war-torn countries navigate the difficult process of building new homes. Get inspired to make a personal difference in the lives of refugees with this powerful talk.",0:14:13,6/23/17,"global issues,children,immigration,refugees,social change,humanity,identity",1588621,Luma Mufleh,Refugee activist,Activist,Activist
2217,https://www.ted.com/talks/monica_lewinsky_the_price_of_shame,The price of shame,"""Public shaming as a blood sport has to stop,"" says Monica Lewinsky. In 1998, she says, ""I was Patient Zero of losing a personal reputation on a global scale almost instantaneously."" Today, the kind of online public shaming she went through has become constant -- and can turn deadly. In a brave talk, she takes a hard look at our online culture of humiliation, and asks for a different way.",0:22:26,3/20/15,"media,social media,suicide,technology,communication",12705817,Monica Lewinsky,Social activist,Activist,Activist
292,https://www.ted.com/talks/peter_diamandis_on_stephen_hawking_in_zero_g,Stephen Hawking's zero g flight,X Prize founder Peter Diamandis talks about how he helped Stephen Hawking fulfill his dream of going to space -- by flying together into the upper atmosphere and experiencing weightlessness at zero g.,0:04:01,6/30/08,"flight,space,universe,science,business,technology",517270,Peter Diamandis,Space activist,Activist,Activist
335,https://www.ted.com/talks/peter_diamandis_on_our_next_giant_leap,Our next giant leap,"Peter Diamandis says it's our moral imperative to keep exploring space -- and he talks about how, with the X Prize and other incentives, we're going to do just that.",0:15:31,9/3/08,"exploration,space,design,science,business,technology",520432,Peter Diamandis,Space activist,Activist,Activist
1375,https://www.ted.com/talks/peter_diamandis_abundance_is_our_future,Abundance is our future,"Onstage at TED2012, Peter Diamandis makes a case for optimism -- that we'll invent, innovate and create ways to solve the challenges that loom over us. ""I'm not saying we don't have our set of problems; we surely do. But ultimately, we knock them down.""",0:16:14,2/29/12,"cities,invention,sustainability,technology",1429611,Peter Diamandis,Space activist,Activist,Activist
2136,https://www.ted.com/talks/rosie_king_how_autism_freed_me_to_be_myself,How autism freed me to be myself,"""People are so afraid of variety that they try to fit everything into a tiny little box with a specific label,"" says 16-year-old Rosie King, who is bold, brash and autistic. She wants to know: Why is everyone so worried about being normal? She sounds a clarion call for every kid, parent, teacher and person to celebrate uniqueness. It's a soaring testament to the potential of human diversity.",0:06:08,11/21/14,"disability,Autism spectrum disorder,activism,mind,youth",2422191,Rosie King,Storytelling activist,Activist,Activist
1915,https://www.ted.com/talks/mckenna_pope_want_to_be_an_activist_start_with_your_toys,Want to be an activist? Start with your toys,"McKenna Pope's younger brother loved to cook, but he worried about using an Easy-Bake Oven -- because it was a toy for girls. So at age 13, Pope started an online petition for the American toy company Hasbro to change the pink-and-purple color scheme on the classic toy and incorporate boys into its TV marketing. In a heartening talk, Pope makes the case for gender-neutral toys and gives a rousing call to action to all kids who feel powerless.",0:05:22,1/29/14,"TEDYouth,toy,activism,youth",948364,McKenna Pope,Teen activist,Activist,Activist
2635,https://www.ted.com/talks/tiq_milan_and_kim_katrin_milan_a_queer_vision_of_love_and_marriage,A queer vision of love and marriage,"Love is a tool for revolutionary change and a path toward inclusivity and understanding for the LGBTQ+ community. Married activists Tiq and Kim Katrin Milan have imagined their marriage -- as a transgender man and cis woman -- a model of possibility for people of every kind. With infectious joy, Tiq and Kim question our misconceptions about who they might be and offer a vision of an inclusive, challenging love that grows day by day.",0:17:07,12/5/16,"Gender spectrum,LGBT,Transgender,gender,family,happiness,women,writing,gender equality,activism,feminism,art,beauty,relationships,poetry,compassion,inequality,collaboration,social change,humanity,society,identity",1325906,Tiq Milan,Transgender activist,Activist,Activist
2110,https://www.ted.com/talks/melissa_fleming_let_s_help_refugees_thrive_not_just_survive,"Let's help refugees thrive, not just survive","Today's refugee crisis is the biggest since World War II, and it's growing. When this talk was given, 50 million people had been forcefully displaced from their homes by conflict and war; now the number is 65.3 million. There were 3 million Syrian refugees in 2014; now there are 4.9 million. Inside this overwhelming crisis are the individual human stories -- of care, growth and family, in the face of lost education, lost home, lost future. Melissa Fleming of the UN's refugee agency tells the refugees' stories -- and asks us to help them rebuild their world.",0:16:08,10/16/14,"Syria,war,global issues,poverty,education",1188041,Melissa Fleming,Voice for refugees,Activist,Activist
1767,https://www.ted.com/talks/manal_al_sharif_a_saudi_woman_who_dared_to_drive,A Saudi woman who dared to drive,"There's no actual law against women driving in Saudi Arabia. But it's forbidden. Two years ago, Manal al-Sharif decided to encourage women to drive by doing so -- and filming herself for YouTube. Hear her story of what happened next.",0:14:16,6/14/13,"Islam,Middle East,cars,global issues,women,feminism,culture",1567397,Manal al-Sharif,Women’s rights activist,Activist,Activist
2152,https://www.ted.com/talks/khalida_brohi_how_i_work_to_protect_women_from_honor_killings,How I work to protect women from honor killings,"Nearly 1000 ""honor"" killings are reported in Pakistan each year, murders by a family member for behavior deemed ""shameful,"" such as a relationship outside of marriage. When Khalida Brohi lost a close friend to the practice, she resolved to campaign against it. Yet she met resistance from an unlikely source: the very community she hoped to protect. In this powerful, honest talk, Brohi shares how she took a hard look at her own process, and offers sharp insights for other passionate activists.",0:18:13,2/24/15,"Middle East,violence,women,activism,feminism",1173085,Khalida Brohi,Women’s rights activist and entrepreneur,Activist,Activist
1193,https://www.ted.com/talks/thandie_newton_embracing_otherness_embracing_myself,"Embracing otherness, embracing myself","Actor Thandie Newton tells the story of finding her ""otherness"" -- first, as a child growing up in two distinct cultures, and then as an actor playing with many different selves. A warm, wise talk, fresh from stage at TEDGlobal 2011.",0:13:55,7/20/11,"entertainment,psychology,film,self,culture",2635215,Thandie Newton,Actor,Actor,Creative
2394,https://www.ted.com/talks/jane_fonda_and_lily_tomlin_a_hilarious_celebration_of_lifelong_female_friendship,A hilarious celebration of lifelong female friendship,"Legendary duo Jane Fonda and Lily Tomlin have been friends for decades. In a raw, tender and wide-ranging conversation hosted by Pat Mitchell, the three discuss longevity, feminism, the differences between male and female friendship, what it means to live well and women's role in future of our planet. ""I don't even know what I would do without my women friends,"" Fonda says. ""I exist because I have my women friends.""",0:15:44,12/17/15,"interview,aging,self,comedy,humor,women,gender equality,relationships,life,personal growth,humanity,identity,friendship",2727451,Jane Fonda,Actor and activist,Actor,Creative
2666,https://www.ted.com/talks/ashley_judd_how_online_abuse_of_women_has_spiraled_out_of_control,How online abuse of women has spiraled out of control,"Enough with online hate speech, sexual harassment and threats of violence against women and marginalized groups. It's time to take the global crisis of online abuse seriously. In this searching, powerful talk, Ashley Judd recounts her ongoing experience of being terrorized on social media for her unwavering activism and calls on citizens of the internet, the tech community, law enforcement and legislators to recognize the offline harm of online harassment.",0:16:10,1/18/17,"policy,gender,sexual violence,bullying,Internet,global issues,gaming,potential,social media,women,writing,gender equality,activism,feminism,computers,communication,society",1632970,Ashley Judd,"Actor, activist",Actor,Creative
856,https://www.ted.com/talks/julia_sweeney_has_the_talk,"It's time for ""The Talk""","Despite her best efforts, comedian Julia Sweeney is forced to tell a little white lie when her 8-year-old begins learning about frog reproduction -- and starts to ask some very smart questions.",0:05:16,5/14/10,"sex,children,comedy,humor",3482273,Julia Sweeney,"Actor, comedian, playwright",Actor,Creative
4755,https://www.ted.com/talks/justin_baldoni_why_i_m_done_trying_to_be_man_enough,"Why I'm done trying to be ""man enough""","Justin Baldoni wants to start a dialogue with men about redefining masculinity -- to figure out ways to be not just good men but good humans. In a warm, personal talk, he shares his effort to reconcile who he is with who the world tells him a man should be. And he has a challenge for men: ""See if you can use the same qualities that you feel make you a man to go deeper,"" Baldoni says. ""Your strength, your bravery, your toughness: Are you brave enough to be vulnerable? Are you strong enough to be sensitive? Are you confident enough to listen to the women in your life?""",0:18:31,12/4/17,"men,gender,family,children,women,gender equality,activism,feminism,parenting,personal growth,culture,inequality,social change,communication,leadership,humanity,society,identity",2914344,Justin Baldoni,"Actor, filmmaker, social entrepreneur",Actor,Creative
